project,test,match_status,exception_type,category,message
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario6,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario7,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario8,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectScenario9,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario1,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario2,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario3,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario4,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario5,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario6,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario7,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario8,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue256Test#runReconnectBlockingScenario9,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.issues.Issue677Test#testIssue,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
tootallnate-java-websocket,org.java_websocket.protocols.ProtoclHandshakeRejectionTest#testHandshakeRejectionTestCase10,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.handlers.DateHandlerTestCase#testDateHandler,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.security.DigestAuthenticationAuthTestCase#testDigestSuccess,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.security.SpnegoAuthenticationTestCase#testSpnegoSuccess,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase#testDigestSuccess,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.security.DigestAuthentication2069TestCase#testNonceReUse,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
undertow-io-undertow,io.undertow.server.handlers.proxy.LoadBalancingProxyTestCase#testLoadSharedWithServerShutdown,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase#testRejectTransformersEAP_7_0_0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.wildfly.iiop.openjdk.IIOPSubsystemTransformersTestCase#testTransformersEAP_7_0_0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase#testRejectionsEAP6,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.naming.subsystem.NamingSubsystemTestCase#testRejectionsEAP7,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP640,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP700,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testRejectTransformersEAP710,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP640,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP700,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.txn.subsystem.TransactionSubsystemTestCase#testTransformersFullEAP710,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP640,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP700,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.clustering.infinispan.subsystem.InfinispanTransformersTestCase#testTransformerEAP710,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase#testRejectExpressionsEAP_6_4_0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.messaging.test.MessagingSubsystem30TestCase#testTransformersEAP_6_4_0,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.test.smoke.jms.JMSBridgeTest#sendAndReceiveMessage,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToQueueIgnoreJTATest#sendIgnoreJTA,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToQueueIgnoreJTATest#sendAndRollbackInJTA,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.test.smoke.jms.SendToJMSQueueTest#sendAndReceiveMessage,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wildfly-wildfly,org.jboss.as.test.integration.jsp.JspTagTestCase#test,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device),,,
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldFailWhenInvalidSassCssIsProcessed,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device: '.\\_failure_log_extraction_tmp\\wro4j-wro4j\\failingLogs\\wro4j-wro4j\\672\\ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe.xml'),,,
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldTestFromFolder,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device: '.\\_failure_log_extraction_tmp\\wro4j-wro4j\\failingLogs\\wro4j-wro4j\\672\\ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe.xml'),,,
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldBeThreadSafe,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device: '.\\_failure_log_extraction_tmp\\wro4j-wro4j\\failingLogs\\wro4j-wro4j\\672\\ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe.xml'),,,
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#shouldSucceedAfterAFailure,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device: '.\\_failure_log_extraction_tmp\\wro4j-wro4j\\failingLogs\\wro4j-wro4j\\672\\ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe.xml'),,,
wro4j-wro4j,ro.isdc.wro.extensions.processor.TestRubySassCssProcessor#executeMultipleTimesDoesntThrowOutOfMemoryException,no archive available (extraction failed: unexpected extraction error: [Errno 28] No space left on device: '.\\_failure_log_extraction_tmp\\wro4j-wro4j\\failingLogs\\wro4j-wro4j\\672\\ro.isdc.wro.extensions.processor.TestBourbonCssProcessor#shouldBeThreadSafe.xml'),,,
